title,key
facelet tag lib parser includes <behavior> section,MYFACES-2341
"Get ""basic-ezcomp"" 2.0 sample working",MYFACES-2340
RenderKitUtils should give better error if someone uses an incorrect default-render-kit-id,MYFACES-2339
MyFaces 1.2 has dependency to JDK 1.6,MYFACES-2338
Implement UniqueIdVendor.createUniqueId method and review all related code to UniqueIdVendor,MYFACES-2337
"h:outputText escape=""false"" does not work with initial request",MYFACES-2336
Improve the plugin mechanism,MYFACES-2335
get ifnavigation sample working,MYFACES-2334
Necessary extension to allow custom classloading to be plugged into myfaces in a server compatible way,MYFACES-2333
build fails du to broken repo dependency,MYFACES-2332
"Implement Composite Component Attributes ELResolver (jsf 2.0 spec section 5.6.2.2) and add implicit object ""cc"" and ""component""",MYFACES-2331
"Get ""basic-ajax"" 2.0 sample app working",MYFACES-2330
Add Facelet taglib 2.0 schema,MYFACES-2329
Whether we need isRendered() call in encodeBegin & encodeEnd methods in UIComponantBase class,MYFACES-2328
Move facelets test code to myfaces,MYFACES-2327
Various small issues in the Javascripts,MYFACES-2326
Add Composite Renderer class,MYFACES-2325
Add ViewDeclarationLanguage.retargetAttachedObjects and ViewDeclarationLanguage.retargetMethodExpressions,MYFACES-2324
Implement <f:ajax> tag handler,MYFACES-2323
Implement <f:metadata> tag handler,MYFACES-2322
Implement <composite:valueHolder> tag handler,MYFACES-2321
Implement <composite:renderFacet> tag handler,MYFACES-2320
Implement <composite:interface> tag handler,MYFACES-2319
Implement <composite:insertFacet> tag handler,MYFACES-2318
Implement <composite:insertChildren> tag handler,MYFACES-2317
Implement <composite:implementation> tag handler,MYFACES-2316
Implement <composite:facet> tag handler,MYFACES-2315
Implement <composite:extension> tag handler,MYFACES-2314
Implement <composite:editableValueHolder> tag handler,MYFACES-2313
Implement <composite:attribute> tag handler,MYFACES-2312
Implement <composite:actionSource> tag handler,MYFACES-2311
Implement Composite Component feature,MYFACES-2310
Add new attributes to f:selectItems,MYFACES-2309
@JSFExclude should be annotated on methods and local fields,MYFACES-2308
Generate HtmlHead and HtmlBody,MYFACES-2307
ContentTypeList does not contain a supported content type image/gif,MYFACES-2306
Inconsistent behavior in convertDateTime between MyFaces 1.1 and 1.2,MYFACES-2305
Annotate facelets stuff adding @JSFFaceletTag and @JSFFaceletAttribute to myfaces-builder-plugin,MYFACES-2304
Exception while using myfaces in faces-impl library,MYFACES-2303
Get simple 2.0 app working,MYFACES-2302
Support for default Validators in Builder Plugin,MYFACES-2301
binding property on facelets tag handlers should be retrieved from javax.faces.view.facelets.DelegatingMetaTagHandler,MYFACES-2300
Add AttachedObjectHandler implementation when it is necessary,MYFACES-2299
Apply algorithm described on javax.faces.view.facelets.ComponentHandler in implementation,MYFACES-2298
Add TagHandlerDelegateFactory implementation,MYFACES-2297
Annotation scanning bugs,MYFACES-2296
Add debug maven profile for myfaces archetypes when using jetty,MYFACES-2295
Sync API with final 2.0 spec,MYFACES-2294
"ui:composition, ui:define and ui:insert component tag handlers does not work as expected",MYFACES-2293
update NavigationHandlerImpl to extend ConfigurableNavigationHandler,MYFACES-2292
Components implementing ClientBehaviorHolder should override getEventNames() and getDefaultEventName(),MYFACES-2291
Add OSGi bundle information and bundle classloader / activator,MYFACES-2290
Build failure due to missing symbol FacesContext.setCurrentPhaseId(),MYFACES-2289
Implement Bean Validation,MYFACES-2288
getting the myfaces 1.2 simple example app running on 2.0 impl,MYFACES-2287
javax.faces.view.facelets TODOs,MYFACES-2286
Add ExternalContextFactory Implementation,MYFACES-2285
"Allow h:outputLink ""fragment"" property to append text to url after '#'",MYFACES-2284
Apply selected/unselected css class to h:selectManyCheckbox,MYFACES-2283
h:dataTable and h:panelGrid should implement bodyrows behavior (tbody encapsulation),MYFACES-2282
Implement ViewListeners-Events api on UIViewRoot,MYFACES-2281
ValidatorException should support collections of messages.,MYFACES-2280
TODOs for javax.faces.application.NavigationCase,MYFACES-2279
"Render columns with th instead td, according to HtmlColumn.isRowHeader",MYFACES-2278
UISelectItem.isNoSelectionOption (deal with it on UISelectOne.validateValue and UISelectMany.validateValue),MYFACES-2277
"Update renderers that receive UIParameter to deal with ""disable"" param.",MYFACES-2276
UIMessages.getFor (Filter messages of a selected component),MYFACES-2275
Implement UIMessage.isRedisplay and UIMessages.isRedisplay,MYFACES-2274
ClientBehaviorRenderer/ClientbehaviorBase TODOs,MYFACES-2273
Apply changes related to UIInput.validateValue and UIInput.VALIDATE_EMPTY_FIELDS_PARAM_NAME,MYFACES-2272
Call FacesMessage.rendered on message renderers,MYFACES-2271
Add FacesContext param to Application.publishEvent,MYFACES-2270
Add support for registering client behavior renderers,MYFACES-2268
handle TODOs for UIComponentBase,MYFACES-2267
Implement Flash object and EL resolver,MYFACES-2266
FacesContext.setCurrentPhaseId is not called on render response phase and no postback,MYFACES-2265
Behavior registration,MYFACES-2264
Create Composite component EL resolver,MYFACES-2263
implement outcomtarget  renderers,MYFACES-2262
JspStateManagerImpl bug in SerializedViewCollection inner class public synchronized void add method,MYFACES-2261
Dom replacement code in javax.faces.ViewRoot und javax.faces.ViewBody is incorrect,MYFACES-2260
Implement Partial State Saving feature,MYFACES-2259
Add support for <if> navigation,MYFACES-2258
trigger external scripts after AJAX reload,MYFACES-2257
oamSetHiddenInput should not ignore nodeName=='input' (lower case characters),MYFACES-2256
Create UIOutcomeTarget API class,MYFACES-2255
Finish ExceptionHandler support,MYFACES-2254
Finish system event listeners,MYFACES-2253
Automatic ID generation in nested subview tags,MYFACES-2252
EL Expression in f:attribute does not work with h:inputText,MYFACES-2251
implement getStateHelper ,MYFACES-2250
implement visitTree in UIComponent,MYFACES-2249
implement getCompositeComponentParent,MYFACES-2248
implement isCompositeComponent,MYFACES-2247
Implement isVisitable ,MYFACES-2246
Finish TODOs in UIComponent,MYFACES-2245
fix IE8 incompatibilities in JS,MYFACES-2244
restore view in the intial request,MYFACES-2243
Javascript embedded Script eval did not trigger in Safari,MYFACES-2242
"Create a partial visit context, so that the partial response processes the correct components",MYFACES-2241
typo in javascript build script and target folder doesn't fit the spec,MYFACES-2240
Backing bean method called too often (recursively?),MYFACES-2239
offer extension point for AJAX Javascript ,MYFACES-2238
HtmlResponseStateManager always serialize state on writeViewStateField,MYFACES-2237
Allow define deferredValueType for component/converter/validator for tag @JSFProperty when generate tld using myfaces-builder-plugin,MYFACES-2236
ProjectStage extension,MYFACES-2235
"add org.apache.myfaces.DELEGATE_FACES_SERVLET param, to make possible use other custom servlet instead FacesServlet",MYFACES-2234
javax.faces.application.Application should check for default ApplicationImpl on methods added on 1.2 to enhance compatibility with existing jsf 1.1 apps as RI,MYFACES-2233
FacesConfig.getCurrentInstance and externalContext references should work before set application instance on facesContext init,MYFACES-2232
Handle the TODOs for JSPViewDeclarationLanguage,MYFACES-2231
FaceletViewDeclarationLanguage TODOs,MYFACES-2230
update viewid calculation to new algorithm,MYFACES-2229
"Add h:head, h:body, h:outputScript and h:outputStylesheet renderers",MYFACES-2228
Update ResponseWriter/ResponseWriterWrapper to latest spec,MYFACES-2227
Add support for remaining 2.0 faces-config.xml elements,MYFACES-2226
Implement PostAddToViewEvent and PreRemoveFromViewEvent thrown conditions,MYFACES-2225
Misleading hint in error message for NFE in BigDecimalConverter,MYFACES-2224
switch viewstate replacement from id to name,MYFACES-2223
ViewHandler.DEFAULT_SUFFIX could contain several suffixes,MYFACES-2222
Finish TODOs for javax.faces.component.UIViewParameter,MYFACES-2221
FacesConfigurator should scan application config resources(files on META-INF/) ending with .faces-config.xml,MYFACES-2220
ViewHandler TODOs for JSF 2.0,MYFACES-2219
"We have the error : context must not be null in VariableResolverImpl, in MyFaces during the execution of the system.",MYFACES-2218
"Embedded Javascript triggers only in IE, Firefox Opera, Chrome and Webkit are not triggered",MYFACES-2217
MyFaces suppresses runtime exceptions thrown in ActionListeners,MYFACES-2216
Handle RenderKit TODOs for JSF 2.0,MYFACES-2215
Cannot use custom error handler (param org.apache.myfaces.ERROR_HANDLER) due to bug in FacesServlet,MYFACES-2214
Add double include prevention everywhere,MYFACES-2213
Improve the javascript docs in the function headers,MYFACES-2212
Improve the javascript docs in the function headers,MYFACES-2211
Improve the modularity of the code by adding new adapters for hard references,MYFACES-2210
Improve the modularity of the code by adding new adapters for hard references,MYFACES-2209
Code Cleanup of the Javascripts,MYFACES-2208
code cleanup,MYFACES-2207
Implement javax.faces.view.ViewMetadata and associated methods,MYFACES-2206
Update UIViewRoot to latest spec draft,MYFACES-2205
process javax.faces.ViewRoot in AJAX response,MYFACES-2204
Not able to set context init parameter 'org.apache.myfaces.CONFIG_REFRESH_PERIOD' ,MYFACES-2203
myfaces builder plugin does not recognize properties returning arrays,MYFACES-2202
"Threading issues with EL-resolvers, Variable-resolvers and Property-resolvers",MYFACES-2201
Send events and errors at the various xhr stages,MYFACES-2200
"UPDATE_MODEL_VALUES phase is setting object to default value (e.g. BigDecimal = 0, Integer = 0)",MYFACES-2199
remaining FacesContext/FacesContextImpl TODOs.,MYFACES-2198
ExceptionQueuedEventContext todos,MYFACES-2197
Message are not standard conform,MYFACES-2196
rename xhrcore_xxx to xhrcore._xxx,MYFACES-2195
Make the queue size configurable through myfaces params,MYFACES-2194
remove _Extensions,MYFACES-2193
Call getViewState() from within xhrCore and route the APIs getViewState so xhrCore,MYFACES-2192
Move the myfaces params into the context,MYFACES-2191
Include the context parameter into the xhrCore classes,MYFACES-2190
Implement ApplicationImpl TODO's for Behavior,MYFACES-2189
Merge J4Fry and the MyFaces codebase...,MYFACES-2188
Implement encodeBookmarkableURL and encodeRedirectURL in ExternalContext,MYFACES-2187
"After using <jsp:include>, component ids are appended with j_id_1",MYFACES-2186
TODO: create and implement jsf.util.chain,MYFACES-2185
Implement IMPL - all TODO methods of ExternalContext,MYFACES-2184
Integrate Facelets,MYFACES-2183
Implement IMPL - method isResponseCommitted of ExternalContext,MYFACES-2182
Implement IMPL - method getResponseOutputWriter of ExternalContext,MYFACES-2181
Implement IMPL - method getResponseBufferSize of ExternalContext,MYFACES-2180
Implement IMPL - method getRequestContentLength of ExternalContext,MYFACES-2179
Implement IMPL - method addResponseHeader of ExternalContext,MYFACES-2178
ConvertDateTimeTag timeZone does not work with ValueExpression of return type String,MYFACES-2177
Refactoring of the javascripts to split between api and impl,MYFACES-2176
autogenerated client id is generating duplicat ids. Client-id : <<autogenerated id>> is duplicated in the faces tree.,MYFACES-2175
MyFaces 2.0 AJAX API extension proposal,MYFACES-2174
JSF 2.0 AJAX library,MYFACES-2173
Attach a javascript concatentation and compression part of jsf.js,MYFACES-2172
Add Config Ordering feature ,MYFACES-2171
Missing attribute for @JSFValidator and @JSFConverter on myfaces-builder-annotations,MYFACES-2170
"force parameter does not work on make-components, make-tags, make-converter-tags and make-validator-tags goals of myfaces-builder-plugin",MYFACES-2169
Add documentation for myfaces-builder-plugin,MYFACES-2168
If graphicImage does not have value/url is not rendered in MyFaces Core JSF 1.1,MYFACES-2167
Some Resources contains ValueExpressions that must be evaluated,MYFACES-2166
concurrent issue in initializing myfaces 1.1.6,MYFACES-2165
concurrent  issue in initializing myfaces,MYFACES-2164
Add RequiredValidator,MYFACES-2163
Default RenderKitId should be HTML_BASIC when using annotations,MYFACES-2162
MyFaces-API issue: getValue of UIInput,MYFACES-2161
The action in tr:commandButton is not fired if you use the trinidad jsf library (in 1.1.5 it works).,MYFACES-2160
Update myfaces builder plugin to use Qdox 1.9,MYFACES-2159
Tag inherited from tag class in component hierarchy does not inherit properties [myfaces builder plugin],MYFACES-2158
Converters cannot inherit properties from other converters when @JSFConverter is used myfaces builder plugin,MYFACES-2157
Performance improvement in HtmlRenderKitImpl,MYFACES-2156
HtmlLinkRenderer did not recognize ankers (#),MYFACES-2155
mobile internet explorer version 6.12 issue,MYFACES-2154
Exception in initialization of FacesServletMappings in WebXml.java,MYFACES-2153
javax.faces.component.html.HtmlSelectOneRadio throws IllegalArgumentException with message Value is no String,MYFACES-2152
Make test work using shale test (changes in jsf 2.0 make it fail),MYFACES-2151
Support multiple message-bundles for l10n,MYFACES-2150
Stream not closed,MYFACES-2149
Create an alternative transport layer,MYFACES-2148
NoSuchMethodException when instantiating SystemEvent objects,MYFACES-2147
Bug in UIViewRoot causes Exception in popComponentFromEL(),MYFACES-2146
Ajax Event Notifications,MYFACES-2145
<render-kit> parsing problem,MYFACES-2144
decodeURIComponent incorrectly decodes '+',MYFACES-2143
ClassCastException in JspViewHandlerImpl: ResponseSwitch != HttpServletResponse,MYFACES-2142
NotSerializable Component: HtmlInputDate,MYFACES-2141
Add annotation processing logic,MYFACES-2140
h:messages don't use styleClass attribute when rendering,MYFACES-2139
rendering of <tr><td> to stay html/xhtml dtd conformant does not include colspan,MYFACES-2138
JSF 2.0 Component Tree Visiting,MYFACES-2137
UISelectMany,MYFACES-2136
"Remove @Deprecated annotations inserted on api methods, since this annotation is runtime type and changes method signature (a tck test fails if this annotation is present)",MYFACES-2135
org.apache.myfaces.CONFIG_REFRESH_PERIOD != 0 causes a myfaces failure,MYFACES-2134
The implementation of ResourceHandler must be thread-safe,MYFACES-2133
Faces configuration not loaded,MYFACES-2132
Import to internal Sun class,MYFACES-2131
Language Bundle not loaded,MYFACES-2130
more than one instance of a handler with application scope,MYFACES-2129
duplicated component id with any jsp:include (or other inclusion) of jsf pages,MYFACES-2127
CLONE: Javascript alert Should not display UnicodeEncoder dispose result,MYFACES-2126
Add UIComponent.doTreeTraversal method,MYFACES-2125
Enforce new API on UIViewRoot,MYFACES-2124
Add javax.faces.webapp.pdl.facelets.* API classes,MYFACES-2123
TODO 64: Javascript Testing Mockups,MYFACES-2122
TODO #70: We need a javascript unit testing framework to cover the new Javascript core APIs,MYFACES-2121
TODO #69: Create and implement the partial response - Implement the partial response writer,MYFACES-2120
TODO #68: Create and implement the partial response,MYFACES-2119
TODO #67: Implement the partial render view,MYFACES-2118
TODO #66: Implement the Partial view Execute Phase,MYFACES-2117
TODO 65: Partial View Lifecycle,MYFACES-2116
TODO 64: Ajax Project state,MYFACES-2115
TODO 63: Create and implement Ajax Response,MYFACES-2114
TODO #62: Ajax Request Queuing,MYFACES-2113
TODO #61 Creating an Ajax Request,MYFACES-2112
TODO #60: Collect and Encode Viewstate javascript API for an entire form not a single element!,MYFACES-2111
TODO #60: javax.faces.Ajax.viewState(form),MYFACES-2110
TODO #59: Create the Javascript namespacing hooks,MYFACES-2109
implement ExceptionHandler contract on myfaces-impl,MYFACES-2108
implement DiscoveryHandler contract on myfaces-impl,MYFACES-2107
add Exception handler factory to FactoryFinder and update getFactory method,MYFACES-2106
Implement JSF 2.0 logic for UIComponent createComponent(final String componentType),MYFACES-2105
"Implement JSF 2.0 logic for UIComponent createComponent(javax.el.ValueExpression componentExpression, FacesContext context, String componentType, String rendererType)",MYFACES-2104
"Implement JSF 2.0 logic for UIComponent createComponent(FacesContext context, String componentType, String rendererType)",MYFACES-2103
"Implement JSF 2.0 logic for UIComponent createComponent(FacesContext context,Resource componentResource) TODO #60",MYFACES-2102
Javadoc update for method Object getFactory(String factoryName) of FactoryFinder class,MYFACES-2101
unnecessary final methods in ApplicationImpl (maybe elsewhere too),MYFACES-2100
Detection of empty selection in UISelectOne through RenderUtils.NOTHING is faulty,MYFACES-2099
Add RegexValidator class,MYFACES-2098
Add RenderKitWrapper class,MYFACES-2097
Make DataModel types generic,MYFACES-2096
Add managed bean scope annotations,MYFACES-2095
Add InitialStateEvent class,MYFACES-2094
Add ExceptionEvent class,MYFACES-2093
Modify ApplicationPreDestroyEvent: add method getApplication(),MYFACES-2092
Modify ApplicationPostConstructEvent: add method getApplication(),MYFACES-2091
Add AfterRestoreStateEvent class,MYFACES-2090
Modify ResponseWriterWrapper to implement FacesWrapper,MYFACES-2089
Add ExceptionHandler class,MYFACES-2088
Modify StateManagerWrapper to implement FacesWrapper,MYFACES-2087
Add DiscoveryHandler class,MYFACES-2086
Add ApplicationWrapper class,MYFACES-2085
validatorMessage does not work with EL Expressions,MYFACES-2084
FacesContext contains several unnecessary methods,MYFACES-2083
id attribute for html components on JSF 1.2 could be set via an rtexprvalue (but not by a ValueExpression),MYFACES-2082
Implement tag ui:repeat ,MYFACES-2081
Implement tag ui:param ,MYFACES-2080
Implement tag ui:insert  ,MYFACES-2079
Implement tag ui:include ,MYFACES-2078
Implement tag ui:fragment ,MYFACES-2077
Implement tag ui:define ,MYFACES-2076
Implement tag ui:decorate ,MYFACES-2075
Implement tag ui:debug ,MYFACES-2074
Implement tag ui:composition ,MYFACES-2073
Implement tag ui:component ,MYFACES-2072
Implement tag fn:trim() ,MYFACES-2071
Implement tag fn:toUpperCase() ,MYFACES-2070
Implement tag fn:toLowerCase() ,MYFACES-2069
Implement tag fn:substringBefore() ,MYFACES-2068
Implement tag fn:substringAfter() ,MYFACES-2067
Implement tag fn:substring() ,MYFACES-2066
Implement tag fn:startsWith() ,MYFACES-2065
Implement tag fn:split(),MYFACES-2064
Implement tag fn:replace() ,MYFACES-2063
Implement tag fn:length() ,MYFACES-2062
Implement tag fn:join() ,MYFACES-2061
Implement tag fn:indexOf() ,MYFACES-2060
Implement tag fn:escapeXml() ,MYFACES-2059
Implement tag fn:endsWith() ,MYFACES-2058
Implement tag fn:containsIgnoreCase() ,MYFACES-2057
Implement tag fn:contains() ,MYFACES-2056
Implement tag composite:valueHolder ,MYFACES-2055
Implement tag composite:interface ,MYFACES-2054
Implement tag composite:insertFacet  ,MYFACES-2053
Implement tag composite:insertChildren ,MYFACES-2052
Implement tag composite:implementation,MYFACES-2051
Implement tag composite:facet ,MYFACES-2050
Implement tag composite:editableValueHolder ,MYFACES-2049
Implement tag composite:attribute ,MYFACES-2048
Implement tag composite:actionSource ,MYFACES-2047
Implement tag c:when ,MYFACES-2046
Implement tag c:set ,MYFACES-2045
Implement tag c:otherwise ,MYFACES-2044
Implement tag c:if ,MYFACES-2043
Implement tag c:forEach ,MYFACES-2042
Implement tag c:choose ,MYFACES-2041
Implement tag c:catch ,MYFACES-2040
JSF LOGIC 2.0 Release assertions in the faces context,MYFACES-2039
"commandButton creates a ""submit"" when choose type=""button""",MYFACES-2038
Activate add shared dependency to myfaces core impl instead unpack shared using a property different to -DperformRelease=true,MYFACES-2037
Comment on javax.faces.application.FacesMessage Class,MYFACES-2036
wrong online svn repository link given on web site,MYFACES-2035
Add faces-lifecycle-listener to faces-config.xml parser,MYFACES-2034
Change the main download page to reference the sub project download pages ,MYFACES-2033
Implement javax.faces.DATETIMECONVERTER_DEFAULT_TIMEZONE_IS_SYSTEM_TIMEZONE config param,MYFACES-2032
cleanup /www/www.apache.org/dist/myfaces/,MYFACES-2031
Implement getComponentFamilies and getRendererTypes on HtmlRenderKitImpl,MYFACES-2030
Add EL Resolver for #{viewScope},MYFACES-2029
Implement Resource EL Resolver,MYFACES-2028
Implement EL Resolver for #{component} ,MYFACES-2027
Useragent Konqueror causes a MyFaces Nullpointer Exception,MYFACES-2026
generated myfaces-metadata.xml on myfaces-impl on linux does not have information annotated on impl,MYFACES-2025
ArgumentException: Class org.apache.portals.bridges.jsf.FacesContextFactoryImpl is no javax.faces.context.FacesContextFactory ,MYFACES-2024
"HtmlFormRendererBase not calling protected methods for actionUrl, method and charset",MYFACES-2023
Add setSubmitted(false) in UIForm.saveState,MYFACES-2022
Add EDR2 part of error handling to FacesServlet,MYFACES-2021
Implement changes to RenderKit,MYFACES-2020
Implement iterator() on DataModel,MYFACES-2019
Implement @ResourceDependency support for setConverter and addValidator,MYFACES-2018
Implement new contract in UIComponentBase,MYFACES-2017
Implement new contract for UIComponent.getChildren() List,MYFACES-2016
Implements AJAX lifecycle on UIViewRoot,MYFACES-2015
"Implement ResponseStateManager.getViewState(FacesContext, Object) and update state saving field on client when ajax response is processed",MYFACES-2014
h:dataTable renders caption facet twice on ear projects,MYFACES-2013
"Comment in javax.faces.application.ApplicationFactory , javax.faces.application.FacesMessage,  javax.faces.application.NavigationHandler and javax.faces.application.Resource",MYFACES-2012
Javascript error on links after clicking a popup/download link,MYFACES-2011
Implement JSF 2.0 - Comment in the class,MYFACES-2010
Spring Security integration inside JSF Components,MYFACES-2009
Character encoding in Content-Type is ignored,MYFACES-2008
"Converters are not created properly when target class is both, an enum and implements an interface",MYFACES-2007
getTableIndex: Integer to String (ClassCastException),MYFACES-2006
GuiceELResolver doesnt populate fields in managedBean,MYFACES-2005
Implement JSF 2.0 logic at TODO #59,MYFACES-2004
Implement JSF 2.0 logic at TODO #58,MYFACES-2003
Implement section 2.2.1 of the EDR2 specification,MYFACES-2002
wrong referenced scope test for managed beans with scope 'none',MYFACES-2001
text/* accept content type not supported,MYFACES-2000
"In GuiceResolver managed-bean-scope is ignored, scope defaults to none",MYFACES-1999
Implement JSF 2.0 logic at TODO #57,MYFACES-1998
Implement JSF 2.0 logic at TODO #56,MYFACES-1997
Implement JSF 2.0 logic at TODO #55,MYFACES-1996
Implement JSF 2.0 logic at TODO #54,MYFACES-1995
Implement JSF 2.0 logic at TODO #53,MYFACES-1994
Implement JSF 2.0 logic at TODO #52,MYFACES-1993
Implement JSF 2.0 logic at TODO #51,MYFACES-1992
Implement JSF 2.0 logic at TODO #50,MYFACES-1991
Implement JSF 2.0 logic at TODO #49,MYFACES-1990
Implement JSF 2.0 logic at TODO #48,MYFACES-1989
Implement JSF 2.0 logic at TODO #47,MYFACES-1988
Implement JSF 2.0 logic at TODO #46,MYFACES-1987
Implement JSF 2.0 logic at TODO #45,MYFACES-1986
Implement JSF 2.0 logic at TODO #44,MYFACES-1985
Implement JSF 2.0 logic at TODO #43,MYFACES-1984
Implement JSF 2.0 logic at TODO #42,MYFACES-1983
Too many open files on Weblogic 9.2,MYFACES-1982
outputLink does not render onfocus and onblur,MYFACES-1981
Implement JSF 2.0 logic at TODO #41,MYFACES-1980
<null>-Values from View converted to standard-values using tomcat 6.0.16 or 6.0.18,MYFACES-1979
"Remove org.apache.myfaces.portlet from JSF 2.0 branch, because it has no use anymore",MYFACES-1978
add to FacesServlet.service call to ResourceHandler and update digester code,MYFACES-1977
"Enhance build process, unpacking shared only when a release occur and use a dependency to shared instead",MYFACES-1976
"HtmlResponseStateManager.getSavedState() should handle javax.faces.ViewState=""""",MYFACES-1975
"Apply Java 5 specific features to the code, mainly generics and enhanced for",MYFACES-1974
Implement JSF 2.0 logic at TODO #40,MYFACES-1973
Implement JSF 2.0 logic at TODO #39,MYFACES-1972
Implement JSF 2.0 logic at TODO #38,MYFACES-1971
Implement JSF 2.0 logic at TODO #37,MYFACES-1970
Implement JSF 2.0 logic at TODO #36,MYFACES-1969
Implement JSF 2.0 logic at TODO #35,MYFACES-1968
JspStateManagerImpl.checkForDuplicateIds checks server Id instead of client id,MYFACES-1967
facet tag is in both myfaces_core.tld and myfaces_html.tld,MYFACES-1966
JspException thrown if valueChangeListener's type attribute is not supplied,MYFACES-1965
JspException thrown if actionListener's type attribute is not supplied,MYFACES-1964
"<script src=""""> generates extra html comments",MYFACES-1963
A proposed solution to separate javascript code from java code in Renderers,MYFACES-1962
xhtml comments when inserting javascript code,MYFACES-1961
Make the state-manager (JspStateManagerImpl) behaviour storing the previous view-states in MyFaces optional,MYFACES-1960
Add missing javax.faces.event Classes & Interfaces,MYFACES-1959
Implement AfterAddToParentEvent,MYFACES-1958
ViewExpiredException when transferred to error page declared in web.xml,MYFACES-1957
"Minor performance improvements for org.apache.myfaces.el, org.apache.myfaces.context and org.apache.myfaces.util",MYFACES-1956
MyFaces 1.2.4 and WebLogic 10.3- strict servlet API: cannot call getWriter() after getOutputStream(),MYFACES-1955
<h:messages> changed defaults for showSummary and showDetail,MYFACES-1954
Enable use of EnumConverter tag,MYFACES-1953
Update MyFaces Archetypes to use MyFaces Core 1.2.4,MYFACES-1952
Update UIInput.validate(),MYFACES-1951
Implement JSF 2.0 - ExternalContext is missing some methods ,MYFACES-1950
Apply myfaces-builder-plugin generation for myfaces core 1.2.x and 2.0.x,MYFACES-1949
Implement JSF 2.0 logic at TODO #27,MYFACES-1948
Implement JSF 2.0 logic at TODO #15,MYFACES-1947
Implement JSF 2.0 logic at TODO #31,MYFACES-1946
Implement JSF 2.0 logic at TODO #14,MYFACES-1945
Implement JSF 2.0 logic at TODO #13,MYFACES-1944
Implement JSF 2.0 logic at TODO #12,MYFACES-1943
Implement JSF 2.0 logic at TODO #32,MYFACES-1942
Implement JSF 2.0 logic at TODO #30,MYFACES-1941
Implement JSF 2.0 logic at TODO #29,MYFACES-1940
Implement JSF 2.0 logic at TODO #33,MYFACES-1939
Implement JSF 2.0 logic at TODO #28,MYFACES-1938
Implement JSF 2.0 logic at TODO #27,MYFACES-1937
Implement JSF 2.0 logic at TODO #26,MYFACES-1936
Implement JSF 2.0 logic at TODO #34,MYFACES-1935
Implement JSF 2.0 logic at TODO #25,MYFACES-1934
Implement JSF 2.0 logic at TODO #24,MYFACES-1933
Implement JSF 2.0 logic at TODO #24,MYFACES-1932
Implement JSF 2.0 logic at TODO #35,MYFACES-1931
Implement JSF 2.0 logic at TODO #22,MYFACES-1930
Implement JSF 2.0 logic at TODO #23,MYFACES-1929
Implement JSF 2.0 logic at TODO #22,MYFACES-1928
Implement JSF 2.0 logic at TODO #21,MYFACES-1927
Implement JSF 2.0 logic at TODO #20,MYFACES-1926
Implement JSF 2.0 logic at TODO #19,MYFACES-1925
Implement JSF 2.0 logic at TODO #18,MYFACES-1924
Implement JSF 2.0 logic at TODO #11,MYFACES-1923
Implement JSF 2.0 logic at TODO #17,MYFACES-1922
Implement JSF 2.0 logic at TODO #16,MYFACES-1921
Implement JSF 2.0 logic at TODO #10,MYFACES-1920
Implement JSF 2.0 logic at TODO #9,MYFACES-1919
Implement JSF 2.0 logic at TODO #8,MYFACES-1918
Implement JSF 2.0 logic at TODO #7,MYFACES-1917
Implement JSF 2.0 logic at TODO #6,MYFACES-1916
Implement JSF 2.0 logic at TODO #5,MYFACES-1915
Implement JSF 2.0 logic at TODO #4,MYFACES-1914
Implement JSF 2.0 logic at TODO #3,MYFACES-1913
Implement JSF 2.0 logic at TODO #2,MYFACES-1912
Implement JSF 2.0 logic at TODO #1,MYFACES-1911
Add resetValue() to EditableValueHolder interface (this is a JSF 2.0 related issue),MYFACES-1910
ClassNotFoundException when deserilazing session scope bean in clustering env,MYFACES-1908
update myfaces-archetype-jsfcomponents to use myfaces-builder-plugin,MYFACES-1907
release note doesn't contain all fixed issues,MYFACES-1906
Component ID changes after submit if encoding='multipart/form-data' and part of page has been included.,MYFACES-1905
Exception encoding selectOneMenu when value has an intermediate node null,MYFACES-1904
"In core1.2.x, a ClassCastException occurs when UIData.rows is an EL expression that returns type Long",MYFACES-1903
Allow to use different ExpressionFactory implementation,MYFACES-1902
NumberConverter sample pattern starts with $,MYFACES-1901
<f:param> violates the JSF spec,MYFACES-1900
Why RequiredMessage is not supported in SelectMany components?,MYFACES-1899
Dynamic disabling of UIInput component doesn't work correctly,MYFACES-1898
escape value of a selectItem is never evaluated,MYFACES-1897
FacesConfigurator version check incorrect,MYFACES-1896
state saving and events,MYFACES-1895
events aren't cleared,MYFACES-1894
DateTimeConverter date format for converter exception args,MYFACES-1893
validator element in faces-config should support nested attribute and property definitions,MYFACES-1892
ClassCastException in converter when Hiding / Showing unselected selectOneRadio,MYFACES-1891
Numberconverter has issue with bigdecimal,MYFACES-1890
Redirect to a JSF page when Throwable exception or error occur,MYFACES-1889
catch Throwable errors when using ErrorPageWriter (myfaces error handling),MYFACES-1888
Print Multiple exceptions information thrown on update model,MYFACES-1887
Translation is wrong for french,MYFACES-1886
OSGi and web.xml parsing,MYFACES-1885
Integration with tiles 2 - missed method(s),MYFACES-1884
/WEB-INF/faces-config.xml Loaded twice if logging disabled.,MYFACES-1883
validator property of UIInput do not saved and restored (myfaces-faces-plugin error),MYFACES-1882
